id;pageCat;imageCat;numberCat;"Anzahl der Bände bzw.  ""tomi"" lt. hs. Katalog";"Erschienene Teile insgesamt =  ""comment"" zum Werk";"davon vorhanden = ""comment"" zum Expl. lt. Katalog";titleCat;titleBib;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;contributor5;place1;place2;place3;publisher1;publisher2;publisher3;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
126;25;00031;34;2;Teil 1-2;Teil 1-2;Nouveaux Sermons de la Passion de notre Seigneur Jesus Christ. par Jaques Saurin. à Rotterdam 1732. Tom: i. ii;Nouveaux Sermons sur l'histoire de la passion de notre Seigneur Jésus Christ, et sur des sujets, qui y ont du raport;Saurin, Jacques#122057597m;;;;;;;;;Rotterdam#getty7006792;;;Saurin, Philippe#1055571019m;;;1732;8°;Catalogus II;Theologie;Predigtsammlung;Druck;fre;GBV;150381875;;;;;;;;;;;;;
127;25;00031;35;;;;Theologie Astronomique par Guil: Derham à Paris 1729.;Theologie Astronomique, Ou Demonstration De L'Existence Et Des Attributs De Dieu, Par L'Examen Et La Description Des Cieux : Enrichie De Figures / Par Guillaume Derham, Chanoine de Windsor, Recteur d'Upminster dans le Comté d'Essex ... Traduit de l'Anglois sur la cinquiéme édition;Derham, William#128644974m;;;;Bellenger, François#134073711m;;;;;Paris#getty7008038 ;;;Chaubert, Hugues Daniel#037561325m;;;1729;8°;Catalogus II;Theologie;Abhandlung: theol. | Astronomie;Druck;fre;GBV;150322852;;;;;;;;;;;;KEYP http://www.gbv.de/vd/vd17/547BA:1003116S;
128;25;00031;36;;;;Heylsamer Hertzens=Trost, welcher an denen Sonn= gemeinen Ferial u Fest Tägen, auch über das Leben der Heiligen geschopfft werden kan. 1723.;Noch nicht ermittelt;;;;;;;;;;;;;;;;1723;8°;Catalogus II;Theologie;;Druck;ger;???;???;;;;;;;;;;;;;
129;25;00031;37;;;;Gottlieb Creutzbergs wahre Seelen Ruhe, in den wunden Jesu. 1733;Gottlieb Creutzbergs Wahre Seelen-Ruhe in den Wunden Jesu, Oder Achtzig Paßions Andachten, über Das gantze Leiden und Sterben unsers Herrn und Heilandes Jesu Christi: Mit schönen Kupffern;Creutzberg, Gottlieb#143611585m;;;;;;;;;Leipzig#getty7139158;;;Johann Friedrich Gleditschens seel. Sohn#1062626990m;;;1733;8°;Catalogus II;Theologie;Erbauungsliteratur;Druck;ger;VD18;12865923;;;;;;;;;;;;http://diglib.hab.de/drucke/th-2491/start.htm;
130;25;00031;38;;;;Dresdenische  Gesangbuch 1734;"Das Privilegirte Ordentliche und Vermehrte Dreßdnische Gesang-Buch: Wie solches so wohl In der Churfl. Sächsis. Schloß-Capell als in denen andern Kirchen bey der Churfl. Sächsischen Residentz...bey öffentlichem Gottesdienst gebrauchet, und daraus pfleget gesungen zu werden; Darinnen die auserlesensten und Geistreichsten Lieder in reicher Anzahl zusammen getragen / zum Druck gegeben worden Von einem seinem JEsu Getreu Bleibenden Diener";;;;;Marperger, Bernhard Walter#11678881Xm [VORREDNER]; Lassenius, Johannes#104247533m;Scriver, Christian#18612433m;Börner, Johann Georg#130503703m [HERAUSGEBER];Neumann, Caspar#118738623m;Dresden#getty7004455;Leipzig#getty7139158;;Heckel, Friedrich#1037495993m;;;1734;8°;Catalogus II;Theologie;Gesangbuch | Gebetbuch;Druck;ger;VD18;11382627;;;;;;;;;;;;;
131;26;00032;39;;;;Emanuel Sonthoms Güldenes Kleinod der Kinder Gottes. Berlin 1725.;"Herrn Emanuel Sonthoms Güldenes Kleinod der Kinder Gottes: Das ist: Der wahre Weg zum Christenthum, Aus dem Englischen ins Teutsche übersetzt, An vielen Orten verbessert, und mit zweyen herrlichen neuen Tractätlein vermehret, Deren Das I. Vom Gespräch des Hertzens, Das II. Von der geistlichen Hoffart handelt. Benebens etlichen nothwendigen Registern, und einem Bericht Johann Michael Dilherrns, an den Christlichen Leser.
Das Gespräch des Hertzens/ Oder: Das Eyferige Gebet, Welches Aus Geistlichen Betrachtungen veranlasset, Im Sinne, sonder Rede, zu Gott geschicket wird ; Ein Edles Büchlein, Von der innerlichen Geistlichen Hoffart";Parsons, Robert#11934923Xm;;;;Thomson, Emanuel#104255889m [ÜBERSETZER];Dilherr, Johann Michael#118525697m [VORWORT];;;;Berlin#getty7003712;;;Rüdiger, Johann Andreas#123083567m;;;1725;8°;Catalogus II;Theologie;Erbauungsliteratur;Druck;ger;VD18;11141115;;;;;;;;;;;;https://www.ub.uni-greifswald.de/kein-digitalisat/;
132;26;00032;40;;;;Exercices sur les Sacremens de penitence et da la Sainte Eucharistie. à Paris 1725;Exercices sur les sacremens de pénitence et de la sainte Eucharistie;Hersan, Marc Antoine#1055558624m;;;;Robustel, Charles#103753865Xm[DRUCKER];;;;;Paris#getty7008038 ;;;Josse, Louis#1037544117m;;;1725;8°;Catalogus II;Theologie;Erbauungsliteratur | Gebetbuch;Druck;fre;GBV;151334935;;;;;;;;;;;;http://data.onb.ac.at/rep/106E93C3;
133;26;00032;41;;;;Fürstl. Oettingische Kirchen-Ordnung. Oettingen 1707. in Quart.;Kirchen-Ordnung, Wie es bißhero mit der Lehr und Ceremonien In denen Fürstl. Ooettingischen Kirchen gehalten worden ist, Und ins künfftige noch gehalten werden soll.;;;;;;;;;;Oettingen#getty7012633;;;Rolk, Stephan#1037522214m;;;1707;8°;Catalogus II;Theologie;Verordnung;Druck;ger;VD18;10969349;;;;;;;;;;;"""in Quart."", jedoch nicht in diesem Format nachweisbar";http://resolver.sub.uni-goettingen.de/purl?PPN666390851;
134;26;00032;42;;;;Joh. Haylwards betrübter Seelen Heiligthum. Hamburg 1734.;"Johann Haywards/ Eines Englischen Ritters und Rechts-Gelehrten Betrübter Seelen Heiligthum: Worinnen Herrliche Andachten/ feurige Aufmunterung zum Gebethe, und Betrachtungen über das Leyden Christi enthalten sind; Aus dem Englischen aufs Neue übersetzet; Nebst einer Vorrede Johann Georg Palms...Von den fürnehmsten Mitteln zur Beförderung einer wahren Andacht";Hayward, John#128547103m;;;;Palm, Johann Georg#116019077m [VORREDNER];;;;;Hamburg#getty7005289;;;Heyl, Samuel#141071192m;;;1734;8°;Catalogus II;Theologie;Erbauungsliteratur;Druck;ger;VD18;12858749;;;;;;;;;;;;http://purl.uni-rostock.de/rosdok/ppn830321160;
135;26;00032;43;;;;Christoph Coleri Heilige Warheiten der Lehre Jesu Christi. Leipzig 1731;Heilige Wahrheiten der Lehre Jesu Christi: In einigen Predigten über verschiedene Evangelische Texte / vorgetragen, und erklärt von Io. Christoph. Colero, Fürstl. S. Weimarischen Hof-Prediger ;Colerus, Johann Christoph#116636793m ;;;;Brühl, Nikolaus#14142673Xm [STECHER];;;;;Leipzig#getty7139158;;;Johann Friedrich Braun Erben#6146385-1;;;1731;8°;Catalogus II;Theologie;Predigtsammlung;Druck;ger;VD18;12842311;;;;;;;;;;;;http://purl.uni-rostock.de/rosdok/ppn865213305;
136;26;00032;44;;;;Histoire de l'inquisition et son origine a Cologne 1693;Histoire de l'inquisition et son origine;Marsollier, Jacques#100204570m;;;;;;;;;Köln#getty7004446;;;Marteau, Pierre#1037499565;;;1693;8°;Catalogus II;Theologie;Streitschrift: theol. | Chronik;Druck;fre;VD17;1:012566F;Herzog August Bibliothek;M: Tq 780;Exlibris von Ludwig Rudoph, Herzog zu Braunschweig-Lüneburg (1671-1735);;;;;;;;;KEYP http://www.gbv.de/vd/vd17/1:012566F;
137;26;00032;45;;;;Essais de Theodice sur la bonté de Dieu la liberté de l'homme et l'origine du mal. par Leibnitz. à Amsterd: 1714.;Essais De Theodicée Sur La Bonté De Dieu, La Liberté De L'Homme, Et L'Origine Du Mal;Leibniz, Gottfried Wilhelm#118571249m;;;;;;;;;Amsterdam#getty7006952;;;Mortier, David#1037565371m;;;1714;8°;Catalogus II;Theologie;Traktat;Druck;fre;GBV;387616225;;;;;;;;;;;;;
138;27;00033;46;;;;F. Werners Himmels-Weg eines Christen. Leipzig 1723;Der richtige und untrügliche Himmels-Weg eines Christen …;Werner,Friedrich#122383516m;;;;;;;;;Leipzig#getty7139158;;;Weidmann, Moritz Georg d. J.#137473788m;;;1723;8°;Catalogus II;Theologie;Erbauungsliteratur;Druck;ger;GBV;151847606;;;;;;;;;;;;http://purl.uni-rostock.de/rosdok/ppn834571617;
139;27;00033;47;;;;Gott-gewidmetes Opfer der Heiligen. Oettingen 1734.;Gott-gewidmetes Opffer der Heiligen : Bestehend Jn zweyen Theilen Andächtiger Gebete/ I. Jn allerley Seelen und Leibes-Anliegen : II. Auf alle Sonn- und Fest-Tags Evangelia durchs gantze Jahr : Zu Beförderung eigner Andacht anfänglich abgefasset ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;Dehns, Balthasar#122886461m [STECHER];;;;;Oettingen#getty7012633;;;Lohse, Johann <Witwe>#1037625692w;;;1734;8°;Catalogus II;Theologie;Gebetbuch | Erbauungsliteratur;Druck;ger;VD18;12828041;Herzog August Bibliothek;M: Th 2977;Nach handschriftlicher Überlieferung ist Herzogin Elisabeth Juliane von Wolfenbüttel die Verfasserin;http://diglib.hab.de/drucke/th-2977/start.htm;;;;;;;;;
140;27;00033;48;;;;item noch einmahl;Gott-gewidmetes Opffer der Heiligen : Bestehend Jn zweyen Theilen Andächtiger Gebete/ I. Jn allerley Seelen und Leibes-Anliegen : II. Auf alle Sonn- und Fest-Tags Evangelia durchs gantze Jahr : Zu Beförderung eigner Andacht anfänglich abgefasset ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;Dehns, Balthasar#122886461m [STECHER];;;;;Oettingen#getty7012633;;;Lohse, Johann <Witwe>#1037625692w;;;1734;8°;Catalogus II;Theologie;Gebetbuch | Erbauungsliteratur;Druck;ger;VD18;12828041;;;;;;;;;;;;;
141;27;00033;49;;;;item;Gott-gewidmetes Opffer der Heiligen : Bestehend Jn zweyen Theilen Andächtiger Gebete/ I. Jn allerley Seelen und Leibes-Anliegen : II. Auf alle Sonn- und Fest-Tags Evangelia durchs gantze Jahr : Zu Beförderung eigner Andacht anfänglich abgefasset ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;Dehns, Balthasar#122886461m [STECHER];;;;;Oettingen#getty7012633;;;Lohse, Johann <Witwe>#1037625692w;;;1734;8°;Catalogus II;Theologie;Gebetbuch | Erbauungsliteratur;Druck;ger;VD18;12828041;;;;;;;;;;;;;
142;27;00033;50;;;;item;Gott-gewidmetes Opffer der Heiligen : Bestehend Jn zweyen Theilen Andächtiger Gebete/ I. Jn allerley Seelen und Leibes-Anliegen : II. Auf alle Sonn- und Fest-Tags Evangelia durchs gantze Jahr : Zu Beförderung eigner Andacht anfänglich abgefasset ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;Dehns, Balthasar#122886461m [STECHER];;;;;Oettingen#getty7012633;;;Lohse, Johann <Witwe>#1037625692w;;;1734;8°;Catalogus II;Theologie;Gebetbuch | Erbauungsliteratur;Druck;ger;VD18;12828041;;;;;;;;;;;;;
143;27;00033;51;;;;item;Gott-gewidmetes Opffer der Heiligen : Bestehend Jn zweyen Theilen Andächtiger Gebete/ I. Jn allerley Seelen und Leibes-Anliegen : II. Auf alle Sonn- und Fest-Tags Evangelia durchs gantze Jahr : Zu Beförderung eigner Andacht anfänglich abgefasset ;Elisabeth Juliane, Braunschweig-Lüneburg, Herzogin#104183772w;;;;Dehns, Balthasar#122886461m [STECHER];;;;;Oettingen#getty7012633;;;Lohse, Johann <Witwe>#1037625692w;;;1734;8°;Catalogus II;Theologie;Gebetbuch | Erbauungsliteratur;Druck;ger;VD18;12828041;;;;;;;;;;;;;
144;27;00033;52;;;;Traité de la Justification par Jean la Placete. à Amsterd: 1733.;Traité de la Justification: divise en trois livres;LaPlacette, Jean#129609951m;;;;;;;;;Amsterdam#getty7006952;;;;;;1733;8°;Catalogus II;Theologie;Abhandlung: theol.;Druck;fre;GBV;146534395;;;;;;;;;;;;;
145;27;00033;53;;;;E. Finens Heilsame Seelen-Artzney bey dem Krancken-Bette des durchl. Fürsten, Herrn Ludewig Rudolphs. Braunschweig 1711;Heilsahme Seelen-Artzeney: Bey dem letztern Krancken- und bey nahe Tod-Bette, Des Durchl. Fürsten und Herrn, Herrn Ludewig Rudolphs, Hertzogen zu Braunschweig und Lüneburg / Aus der Schrifft und Schrifft-mäßigen Gesängen...Jn kurtzen Reden dargeboten, und nunmehr...zum Druck gegeben Von Jhro Hochf. Durchl. Beicht-Vater Eberhard Finen ;Finen, Eberhard#12131412Xm;;;;Ludwig Rudolf <Braunschweig-Lüneburg, Herzog>#124700470m [WIDMUNGSEMPFÄNGER];;;;;Braunschweig#getty7004434;;;Zilliger, Johann Georg#138517894m;;;1711;8°;Catalogus II;Theologie;Erbauungsliteratur;Druck;ger;VD18;12838306;Herzog August Bibliothek;M: Th 777;Widmungsempfänger Herzog Ludwig Rudolf v. Braunschweig-Lüneburg;http://diglib.hab.de/drucke/th-777/start.htm;;;;;;;;;
146;27;00033;54;;;;Das göttliche Leben in der Seelen des Menschen mit einer Vorrede Burnets ehemahln in Englischen, nunmero aber von F. W. Berchelmann im Hochteutschen herausgegeben. Franckf. am Mayn 1730.;"Das göttliche Leben in der Seelen des Menschen, als kläreste Beweiß von der Vortrefflichkeit, eigentlichen Natur, Absicht und Würckung der wahren christlichen Religion...Ehemahls im Engl. zu Londen mit e. Vorr. Burnets; nunmehro...im hochteutschen hrsg. von Friederich Wilhelm Berchelmann ";"Scougal, Henry#1055644644m
Scougal, Henry#keine GND ";;;;Berchelmann, Friedrich Wilhelm#116124938m [HERAUSGEBER];Burnet, Gilbert#118674978m [VORREDNER];;;;Frankfurt/Main#getty7005293;;;Fleischer, Johann Friedrich#136000118m;;;1730;8°;Catalogus II;Theologie;Traktat;Druck;ger;GBV;151009597;;;;;;;;;;;;;
147;28;00034;55;;;;Les consolations de l'ame fidele contre les frayeurs de la mort par Charles Drelincourt a Amsterd: 1724. Tom: i. ii.;Les Consolations de l'âme fidèle contre les frayeurs de la mort: Avec les dispositions et les préparations nécessaires pour bien mourir ;Drelincourt, Charles#116213728m;;;;;;;;;Amsterdam#getty7006952;;;;;;1724;8°;Catalogus II;Theologie;;Druck;fre;;;;;;;;;;;;;nicht mit angegebener Jahreszahl nachweisbar;;
148;28;00034;56;;;;Einleitung zu des Heil. R. R. Kirchen-Staat. Frft u Leipzig 1722.;Einleitung zu des Heil. Röm. Reichs Kirchen-Staat : oder Unpartheyische Nachricht, wie die drey im Heil. Römischen Reiche übliche Religionen, als die römisch-catholische, evangelisch-lutherische und reformirte erwachsen, und was sie lehren. ;;;;;;;;;;Frankfurt/Main#getty7005293;Leipzig#getty7139158;;Martini, August#1037535413m[?];Martini, Johann Christian#142553816m[?];;1722;8°;Catalogus II;Theologie;;Druck;ger;GBV;151879877;;;;;;;;;;;;;
149;28;00034;57;;;;Oettingisches Gesangbuch. 1711;Ewiger Freuden Zeitlicher Vorgeschmack. Das ist: Christlicher Hertzen Tägliches Bet- Lob- und Danck-Opffer: Oder Oettingisches Gebet-Buch. Worinnen enthalten Die Tägliche Morgen- Abend-Segen D. Joh. Habermanns/ neben den sieben Buß-Psalmen...: Auch mit einem Geistreichen Gesang-Buch/ Darinnen die durch d. Martin Luthern/ und anderer herrlichen Lehrer wolabgefasste Lehr- Trost- Kirchen- Buß und auserlesene neue Jesus-Lieder zu finden: Samt einer Vorrede von dem rechten Gebrauch des Buches;Luther, Martin#118575449m;Habermann, Johann#100018335m;;;;;;;;Oettingen#getty7012633;;;Rolk, Stephan#1037522214m;;;1711;8°;Catalogus II;Theologie;Gesangbuch;Druck;ger;K10plus;1439082391;;;;;;;;;;;nicht mit angegebener Jahreszahl nachweisbar;;
150;28;00034;58;;Teil 1-2;Teil 1-2;Histoire Ecclesiastique d'allemagne a Brusselle 1724.;Histoire Ecclésiastique D'Allemagne: Contenant L'Érection, le Progrez, & l'État ancien & moderne de ses Archevechez Et Evechez. ;;;;;;;;;;Brüssel#getty7007868;;;Foppens, François <II.>#1037558650m;;;1724;8°;Catalogus II;Theologie;Abhandlung: hist.;Druck;fre;GBV;150636830;;;;;;;;;;;;;
151;28;00034;59;;;;Histoire des variations des eglises protestantes par Jaq: Benigne Bousset. à Liege 1710 Tom: I. II;Histoire Des Variations Des Eglises Protestantes / Par Messire Jacques Benigne Bossuet, Evesque de Meaux, Conseiller du Roy en ses Conseils, cy-devant Précepteur de Monseigneur Le Dauphin, Premier Aumosnier de Madame La Dauphine ;Bossuet, Jacques Bénigne#118513915m;;;;;;;;;Lüttich#7007945;;;Hoyoux, Françoise#1186934328m;;;1710;8°;Catalogus II;Theologie;Abhandlung: hist.;Druck;fre;GBV;181074931;;;;;;;;;;;;;
152;28;00034;60;;;;Die englische Liturgie. Frft an der Oder.;"Die Englische Liturgie, Oder/ Das allgemeine Gebeth-Buch: Wie auch die Handlung der H. Sacramenten und anderer Kirchen-Ceremonien; Sambt denen XXXIX. Glaubens-Articuln der Englischen Kirchen. Wobey auch Die Psalmen Davids ";;;;; Hartman, Johann Christoph#139835288m [DRUCKER];;;;;Frankfurt/Oder#7005972;;;Jeremias Schrey Erben#6146223-8;;;1704;8°;Catalogus II;Theologie;Gebetbuch;Druck;ger;GBV;143730940;;;;;;;;;;;;http://resolver.staatsbibliothek-berlin.de/SBB0002A05800000000;
153;28;00034;61;;;;G. C. Lehms Gott-gefällige Kirchen-Opfer Darmstadt.;Gottgefälliges Kirchen-Opffer. In einem gantzen Jahr-Gange Andächtiger Betrachtungen über die gewöhnlichen Sonn- und Festags-Texte Gott zu Ehren und der Darmstättischen Schloß-Capelle zu seiner Früh- und Mittags-Erbauung angezündet;Lehms, Georg Christian#104268034m;;;;;;;;;Darmstadt#7004428;;;Bachmann, Johann Levin#1037629086m;;;1711;8°;Catalogus II;Theologie;Gesang;Druck;ger;K10Plus;1439082391;;;;;;;;;;;;;
154;29;00035;62;;;;A. H. Franckens Segens-volle Fußstapfen Gottes, durch eine Nachricht von dem Waysen-Hause von Halle entdeckt 1709;"Segens-volle Fußstapfen des noch lebenden und waltenden liebreichen und getreuen Gottes: Zur Beschämung des Unglaubens und Stärckung des Glaubens/ entdecket durch eine wahrhafte und umständliche Nachricht von dem Wäysen-Hause und übrigen Anstalten zu Glaucha vor Halle; Welche im Jahr 1701. zum Druck befördert/ ietzo aber zum dritten mal ediret/ und bis auf gegenwärtiges Jahr fortgesetzet/ von August Hermann Francken, S. Theol. Prof. und Past";Francke, August Hermann#118534688m;;;;"  
Waisenhaus <Halle (Saale)>#2133444-4";;;;;Halle/Saale#1036898;;;Franckesche Stiftungen zu Halle Waisenhaus#2133444-4;;;1709;8°;Catalogus II;Theologie;Bericht;Druck;ger;VD18;10479570;;;;;;;;;;;;http://resolver.staatsbibliothek-berlin.de/SBB00004E5400000000;
155;29;00035;63;6;Teil 1-6;Teil 1-6;Historie de la reformation de la Suisse par Abraham Ruchat à Geneve 1727. Tom: i, ii, iii, iv, v, vi.;Histoire de la réformation de la Suisse: où l'on voit tout ce qui s'est passé de plus remarquable, depuis l'an 1516, jusqu'en l'an 1556, dans les églises des XIII. cantons;Ruchat, Abraham#100212786m;;;;;;;;;Genf#getty7007279;;;Bousquet, Marc Michel#136952968m;;;1727;8°;Catalogus II;Theologie;Abhandlung:hist.;Druck;fre;GBV;151007632;;;;;;;;;;;;;
156;29;00035;64;;Teil 1-2;Teil 1-2;Gottlieb Cobers Cabinet-Prediger anderer Theil. Frft u Leipzig 1717;Der auffrichtige Cabinet-Prediger, ... Welcher bey abgelegten Visiten Hohen und Niedrigen Standes-Persohnen Jhre Laster, Fehler ... Jn Hundert ... Discours-Predigten ... entdecket ...;Cober, Gottlieb#100443877m;;;;;;;;;Frankfurt#getty7005293;Leipzig#getty7139158;;;;;1717;8°;Catalogus II;Theologie;Predigtsammlung;Druck;ger;GBV;14759958X;;;;;;;;;;;;;
157;29;00035;65;;;;La religion des anciens Chretiens, dans le premiers Siécles du Christianisme, traduit de l'anglois de Guillaume Cave. à Amsterd: 1709.;La Religion des anciens Chrétiens dans les premiers siècles du christianisme...Traduit de l'anglois de Guillaume Cave. Avec une table chronol. des auteurs qui sont citez...;Cave, William#124646557m;;;;;;;;;Amsterdam#getty7006952;;;;;;1709;8°;Catalogus II;Theologie;Abhandlung: hist.;Druck;fre;GBV;151401772;;;;;;;;;;;;;
158;29;00035;66;4;Teil 1-4;Teil 1-4;Meditations sur l'evangile ouvrage posthume de Messire Jacques Benigne Bousset à Paris 1731 Tom: i, ii, iii, iv;Meditations Sur L'Evangile / Ouvrage Posthume De Messire Jacques Benigne Bossuet ... ;Bossuet, Jacques Bénigne#118513915m;;;;;;;;;Paris#getty7008038 ;;;Mariette, Pierre-Jean#123185823m;;;1731;8°;Catalogus II;Theologie;;Druck;fre;GBV;248819771;;;;;;;;;;;;;
159;30;00036;67;;;;Histoire de Christianisme des Indes par M.V. la Croze. à La Haye 1724.;Histoire Du Christianisme Des Indes;La Croze, Maturin Veyssière#120359472m;;;;Prevost, Nicolas#1037547403m;Vaillant, Paul#1037543572m;;;;Den Haag#getty7006810;;;Vaillant, Isaac#103754739Xm ;;;1724;8°;Catalogus II;Theologie;Traktat;Druck;fre;GBV;150643276;;;;;;;;;;;;https://archive.org/details/bub_gb_0LcHacCZSJEC/page/n6/mode/2up;
160;30;00036;68;2;Teil 1-2;Teil 1-2;Traité de la vérite de la religion chretienne à Rotterdam 1701. Tom: i, ii.;Traité de la vérité de la religion chrétienne;Mornay, Philippe de#118584200m;Abbadie, Jacques#100002307m;;;;;;;;Rotterdam#getty7006792;;;Leers, Reinier#119176823m;;;1701;8°;Catalogus II;Theologie;Erbauungsliteratur;Druck;fre;GBV;150211546;;;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10399770-3 ;
161;30;00036;69;2;Teil 1-2;Teil 1-2;Dissertations sur diverses materies de religion et de philologie par M l'abbé de Tilladet. à La Haye 1714. Tom: i. ii;Dissertations Sur Diverses Matières De Religion Et De Philologie, Contenuës en plusieurs Lettres écrites par des Personnes savantes de ce tems/ Recueillies Par Mr. L'Abbé De Tilladet ;;;;;Tilladet, Jean Marie de LaMarque, de#1055136940m;;;;;Den Haag#getty7006810;;;Duri, David;;;1714;8°;Catalogus II;Theologie;Briefsammlung;Druck;fre;GBV;145753220;;;;;;;;;;;;http://data.onb.ac.at/rep/102A67EE;
162;30;00036;70;6;Teil 1-6;Teil 1-6;Histoire des Juifs et des peuples voisins par M. Prideaux à Amsterd: 1728. Tom: i. ii. iii. iv. v. vi.;Histoire Des Juifs Et Des Peuples Voisins: Depuis la décadence des Royaumes d'Israël & de Juda jusqu'à la mort de Jesus-Christ / Par Mr. Prideaux ;Prideaux, Humphrey#124436579m;;;;;;;;;Amsterdam#getty7006952;;;Du Sauzet, Henri#123750156m;;;1728;8°;Catalogus II;Theologie;Abhandlung:hist.;Druck;fre;GBV;150952813;;;;;;;;;;;;;
